property_id,application_id,appraised_value,valuation_date,valuation_method,avm_confidence_score,fema_flood_zone,census_tract,property_latitude,property_longitude
PROP202400783,APP202400783,137400,4/23/2024,exterior_only,,X,602058.68,25.539619,-68.393334
PROP202400784,APP202400784,139900,11/1/2024,avm,0.812,X,833234.97,44.194809,-75.624713
PROP202400785,APP202400785,86600,1/20/2024,full_appraisal,,X,442190.91,46.186412,-83.167078
PROP202400786,APP202400786,152500,7/16/2024,avm,0.803,AE,575136.52,28.720813,-89.600812
PROP202400787,APP202400787,179600,2/18/2024,avm,0.941,X,132615.02,26.029213,-92.846596
PROP202400788,APP202400788,153900,11/19/2024,exterior_only,,X,230168.98,44.083931,-97.261798
PROP202400789,APP202400789,209400,1/25/2024,exterior_only,,X,537977.49,30.043603,-78.956186
PROP202400790,APP202400790,225900,9/11/2024,full_appraisal,,X,459881.67,39.769993,-92.166521
PROP202400791,APP202400791,176500,7/3/2024,full_appraisal,,X,848058.38,30.764587,-85.220402
PROP202400792,APP202400792,206100,9/19/2024,exterior_only,,X,481215.27,29.67287,-88.849103
PROP202400793,APP202400793,188600,8/8/2024,full_appraisal,,X,210969.57,40.516124,-80.421919
PROP202400794,APP202400794,321300,2/19/2024,avm,0.879,X,180318.93,38.999311,-116.038899
PROP202400795,APP202400795,289300,1/15/2025,full_appraisal,,AE,480834.49,37.652824,-77.017613
PROP202400796,APP202400796,128300,8/25/2024,avm,0.857,X,472042.69,33.312254,-119.054073
PROP202400797,APP202400797,168800,4/5/2024,avm,0.926,X,754531.77,35.820171,-115.602829
PROP202400798,APP202400798,127800,12/22/2024,exterior_only,,X,908655.76,42.050557,-67.621049
PROP202400799,APP202400799,144700,4/11/2024,avm,0.783,X,598357.87,41.301407,-68.115592
PROP202400800,APP202400800,232100,2/21/2024,exterior_only,,X,561739.23,42.33401,-67.703772
PROP202400801,APP202400801,89100,5/4/2024,exterior_only,,X,311151.06,43.604721,-84.410424
PROP202400802,APP202400802,189500,6/16/2024,avm,0.812,X,701992.36,41.228517,-98.603212
PROP202400803,APP202400803,249600,9/30/2024,full_appraisal,,X,189771.51,46.751298,-109.910377
PROP202400804,APP202400804,253500,3/7/2024,full_appraisal,,X,137866.03,27.552062,-107.535119
PROP202400805,APP202400805,121200,2/7/2024,full_appraisal,,AE,854395.48,25.609446,-96.084844
PROP202400806,APP202400806,132500,5/9/2024,full_appraisal,,X,609652.65,35.343367,-117.920991
PROP202400807,APP202400807,169400,8/9/2024,avm,0.621,X,377809.6,39.741902,-81.268069
PROP202400808,APP202400808,126700,8/25/2024,exterior_only,,X,817637.96,30.530917,-98.708054
PROP202400809,APP202400809,279200,3/29/2024,full_appraisal,,AE,370581.28,46.301456,-99.790541
PROP202400810,APP202400810,213900,11/4/2024,full_appraisal,,X,940521.91,31.63138,-89.021721
PROP202400811,APP202400811,218800,1/26/2024,full_appraisal,,AE,109792.75,33.511454,-113.227185
PROP202400812,APP202400812,211800,12/27/2024,full_appraisal,,AE,423927.87,43.714703,-108.337643
PROP202400813,APP202400813,147800,6/26/2024,full_appraisal,,X,686380.53,31.787788,-84.98887
PROP202400814,APP202400814,241700,1/29/2024,exterior_only,,X,989869.21,44.98101,-95.445273
PROP202400815,APP202400815,180400,7/20/2024,desktop,,X,244141.38,26.544949,-117.931769
PROP202400816,APP202400816,173200,5/24/2024,exterior_only,,X,811454.03,30.506132,-120.445544
PROP202400817,APP202400817,187400,9/11/2024,full_appraisal,,X,452550.67,29.068341,-94.104886
PROP202400818,APP202400818,149300,3/24/2024,full_appraisal,,X,570434.08,45.678934,-121.01255
PROP202400819,APP202400819,103400,12/10/2024,exterior_only,,X,960461.8,25.97507,-97.791965
PROP202400820,APP202400820,111900,12/12/2024,full_appraisal,,X,886525.87,47.790145,-68.242477
PROP202400821,APP202400821,117100,1/17/2025,full_appraisal,,AE,814605.45,33.479834,-68.861759
PROP202400822,APP202400822,128600,9/16/2024,desktop,,X,342764.74,47.170083,-107.846876
PROP202400823,APP202400823,335100,6/10/2024,avm,0.826,X,700382.27,46.955893,-98.474691
PROP202400824,APP202400824,198900,9/18/2024,desktop,,X,554962.98,43.806408,-106.538083
PROP202400825,APP202400825,123100,11/28/2024,exterior_only,,X,640562.92,27.448709,-119.918546
PROP202400826,APP202400826,201400,5/8/2024,full_appraisal,,X,762135.87,30.410276,-88.614073
PROP202400827,APP202400827,168000,1/6/2024,avm,0.942,X,485921.59,37.171503,-112.88515
PROP202400828,APP202400828,165600,5/14/2024,avm,0.775,X,121659.42,36.487381,-83.568624
PROP202400829,APP202400829,151000,11/6/2024,full_appraisal,,AH,877607.44,48.140208,-111.836538
PROP202400830,APP202400830,180700,3/24/2024,full_appraisal,,X,338070.43,28.330645,-89.581885
PROP202400831,APP202400831,140400,6/15/2024,exterior_only,,X,414117.32,27.51624,-117.48104
PROP202400832,APP202400832,229200,9/12/2024,avm,0.94,X,174102.29,44.331789,-73.368859
PROP202400833,APP202400833,330900,12/6/2024,avm,0.615,X,465076.21,27.023342,-94.783304
PROP202400834,APP202400834,168600,12/19/2024,exterior_only,,X,944280.82,26.178071,-108.938814
PROP202400835,APP202400835,252100,2/15/2024,avm,0.703,X,296335.41,48.046576,-95.239866
PROP202400836,APP202400836,116700,2/5/2024,avm,0.739,AE,758962.51,43.286355,-91.782453
PROP202400837,APP202400837,168300,9/15/2024,avm,0.651,AE,624844.28,32.075442,-71.177324
PROP202400838,APP202400838,255800,7/30/2024,exterior_only,,X,492331.21,27.273198,-81.693445
PROP202400839,APP202400839,80000,7/13/2024,exterior_only,,X,447294.24,29.243085,-81.486885
PROP202400840,APP202400840,232200,2/11/2024,full_appraisal,,X,877445.11,46.669609,-97.639765
PROP202400841,APP202400841,175100,12/6/2024,avm,0.628,X,968292.09,38.494672,-92.446932
PROP202400842,APP202400842,94400,11/17/2024,avm,0.669,X,290905.93,46.809574,-109.859419
PROP202400843,APP202400843,223800,2/28/2024,avm,0.681,X,910531.14,44.511332,-81.210533
PROP202400844,APP202400844,163800,9/13/2024,avm,0.675,X,734011.46,26.061582,-72.38971
PROP202400845,APP202400845,206300,7/18/2024,avm,0.913,X,560413.75,33.280019,-88.256724
PROP202400846,APP202400846,174000,8/21/2024,full_appraisal,,X,406561.71,37.743702,-107.234783
PROP202400847,APP202400847,151100,9/11/2024,avm,0.81,X,830799.9,25.241839,-105.863718
PROP202400848,APP202400848,186500,2/13/2024,avm,0.847,X,629393.68,45.223576,-91.583976
PROP202400849,APP202400849,264400,5/18/2024,avm,0.868,X,573452.69,26.951149,-94.806561
PROP202400850,APP202400850,209500,11/22/2024,full_appraisal,,AE,685882.74,26.194691,-73.284551
PROP202400851,APP202400851,97100,3/23/2024,full_appraisal,,X,845491.82,31.36645,-82.753477
PROP202400852,APP202400852,88600,12/18/2024,avm,0.613,X,174045.37,48.511101,-68.482714
PROP202400853,APP202400853,115800,9/21/2024,avm,0.699,AE,148728.67,29.605556,-92.7909
PROP202400854,APP202400854,170800,3/3/2024,full_appraisal,,X,720506.25,36.405443,-71.413903
PROP202400855,APP202400855,86300,2/10/2024,exterior_only,,X,179654.01,45.861889,-67.61597
PROP202400856,APP202400856,231200,11/26/2024,avm,0.818,X,567386.74,40.765143,-75.722536
PROP202400857,APP202400857,94100,6/28/2024,full_appraisal,,X,454402.72,43.173821,-85.289718
PROP202400858,APP202400858,123000,1/7/2025,full_appraisal,,X,264016.36,39.048141,-91.896221
PROP202400859,APP202400859,295300,7/29/2024,full_appraisal,,X,595919.25,30.771416,-114.222036
PROP202400860,APP202400860,209300,4/6/2024,full_appraisal,,X,626467.98,36.985534,-76.589317
PROP202400861,APP202400861,135400,9/26/2024,full_appraisal,,X,693907.77,34.349513,-88.803696
PROP202400862,APP202400862,200900,5/3/2024,full_appraisal,,AO,656026.38,36.823005,-112.668411
PROP202400863,APP202400863,223500,2/28/2024,full_appraisal,,X,495201.42,36.296805,-67.048247
PROP202400864,APP202400864,113400,7/11/2024,full_appraisal,,X,160575.72,26.871172,-108.009173
PROP202400865,APP202400865,90100,1/8/2024,full_appraisal,,AE,609018.43,46.33102,-74.229499
PROP202400866,APP202400866,89900,11/6/2024,avm,0.696,X,904609.67,29.97771,-102.004675
PROP202400867,APP202400867,129500,7/11/2024,full_appraisal,,X,255641.22,45.844963,-80.447044
PROP202400868,APP202400868,169700,5/18/2024,exterior_only,,X,815089.16,41.788638,-87.929782
PROP202400869,APP202400869,195100,6/30/2024,full_appraisal,,AE,779585.07,42.849174,-71.783303
PROP202400870,APP202400870,82700,2/8/2024,full_appraisal,,X,443270.59,26.894626,-84.342856
PROP202400871,APP202400871,200500,4/15/2024,full_appraisal,,AE,360796.39,34.074734,-77.185371
PROP202400872,APP202400872,232900,11/14/2024,full_appraisal,,X,921224.97,42.293405,-110.314402
PROP202400873,APP202400873,97100,12/27/2024,exterior_only,,X,514412.56,48.3675,-105.623932
PROP202400874,APP202400874,206500,1/4/2025,full_appraisal,,X,254650.06,31.789989,-108.358563
PROP202400875,APP202400875,168900,3/30/2024,full_appraisal,,AE,117394.24,41.608271,-119.29796
PROP202400876,APP202400876,271200,2/15/2024,full_appraisal,,X,957981.92,26.068427,-113.81178
PROP202400877,APP202400877,110100,1/23/2025,avm,0.7,X,892385.05,47.464156,-84.569352
PROP202400878,APP202400878,226600,1/2/2025,avm,0.955,X,329741.81,25.367627,-107.667789
PROP202400879,APP202400879,288200,6/21/2024,full_appraisal,,X,434158.91,26.093114,-114.560276
PROP202400880,APP202400880,101200,6/29/2024,avm,0.836,X,901760.02,35.559476,-105.158998
PROP202400881,APP202400881,134200,7/18/2024,exterior_only,,X,395879.3,35.869364,-115.643383
PROP202400882,APP202400882,315000,5/28/2024,full_appraisal,,X,168917.46,42.631231,-110.72047
PROP202400883,APP202400883,163800,10/14/2024,avm,0.758,X,281478.87,25.625964,-113.196262
PROP202400884,APP202400884,235200,1/8/2024,full_appraisal,,X,410789.47,30.9317,-90.945876
PROP202400885,APP202400885,211500,3/5/2024,full_appraisal,,X,944723.6,40.885727,-77.469295
PROP202400886,APP202400886,166500,6/6/2024,exterior_only,,AE,173198.14,26.36518,-76.039849
PROP202400887,APP202400887,209500,9/18/2024,full_appraisal,,X,336551.18,31.22061,-102.200597
PROP202400888,APP202400888,253800,3/1/2024,full_appraisal,,AE,891114.95,33.439238,-121.858718
PROP202400889,APP202400889,80000,2/29/2024,full_appraisal,,X,963922.38,27.124419,-86.856158
PROP202400890,APP202400890,190200,7/21/2024,full_appraisal,,AE,920231.8,36.151702,-98.018091
PROP202400891,APP202400891,86600,1/10/2024,full_appraisal,,X,864263.23,41.11922,-86.01594
PROP202400892,APP202400892,272300,7/5/2024,full_appraisal,,X,541688.47,37.148659,-85.727117
PROP202400893,APP202400893,160700,11/11/2024,exterior_only,,X,121922.28,27.11994,-101.587566
PROP202400894,APP202400894,123700,3/3/2024,exterior_only,,X,286412.21,30.308162,-110.672056
PROP202400895,APP202400895,151200,6/26/2024,exterior_only,,X,385612.63,35.368746,-69.698086
PROP202400896,APP202400896,111900,7/15/2024,avm,0.906,X,500465.09,46.386438,-104.914115
PROP202400897,APP202400897,138500,3/1/2024,desktop,,X,745965.79,44.757503,-105.403695
PROP202400898,APP202400898,232300,5/30/2024,avm,0.946,X,337552.4,32.958229,-113.996956
PROP202400899,APP202400899,86000,7/18/2024,full_appraisal,,X,124124.96,44.193927,-105.98758
PROP202400900,APP202400900,158500,8/21/2024,full_appraisal,,X,150806.54,37.342161,-73.997486
PROP202400901,APP202400901,257900,1/23/2024,full_appraisal,,X,974704.33,45.359335,-120.606508
PROP202400902,APP202400902,136200,7/28/2024,avm,0.797,X,835340.35,45.688987,-118.468281
PROP202400903,APP202400903,278700,4/4/2024,full_appraisal,,X,948536.5,47.272525,-106.794203
PROP202400904,APP202400904,219800,5/20/2024,full_appraisal,,X,841479.81,29.566338,-75.278894
PROP202400905,APP202400905,153300,8/4/2024,full_appraisal,,X,120417.91,45.276801,-119.63806
PROP202400906,APP202400906,168100,9/28/2024,full_appraisal,,X,397990.04,37.317679,-79.322533
PROP202400907,APP202400907,271800,10/2/2024,full_appraisal,,X,300010.79,44.690078,-102.575868
PROP202400908,APP202400908,108900,2/15/2024,full_appraisal,,X,418410.09,44.133816,-103.601133
PROP202400909,APP202400909,80000,9/10/2024,exterior_only,,X,976771.05,36.269774,-69.954399
PROP202400910,APP202400910,112400,4/10/2024,exterior_only,,X,595571.4,27.786074,-120.558735
PROP202400911,APP202400911,90600,10/4/2024,exterior_only,,X,414864.21,33.946098,-107.616319
PROP202400912,APP202400912,120400,1/1/2025,avm,0.957,X,623665.41,44.412792,-115.290565
PROP202400913,APP202400913,151900,11/17/2024,exterior_only,,X,166216.81,34.646162,-120.203532
PROP202400914,APP202400914,184300,2/22/2024,full_appraisal,,X,265470.26,41.377682,-109.6087
PROP202400915,APP202400915,266300,11/19/2024,avm,0.649,X,742149.76,43.036706,-78.280788
PROP202400916,APP202400916,436300,3/17/2024,avm,0.777,X,211895.66,31.17081,-105.590195
PROP202400917,APP202400917,161400,11/20/2024,full_appraisal,,X,249189.06,41.663242,-81.514528
PROP202400918,APP202400918,436100,1/23/2024,exterior_only,,X,650946.35,41.630862,-117.981901
PROP202400919,APP202400919,180600,10/2/2024,full_appraisal,,X,987053.55,46.094085,-117.180872
PROP202400920,APP202400920,157300,10/2/2024,avm,0.978,X,998174.49,43.014173,-76.710781
PROP202400921,APP202400921,122000,5/15/2024,avm,0.793,X,822284.12,41.192418,-112.620871
PROP202400922,APP202400922,160400,9/6/2024,full_appraisal,,X,848775.83,41.668965,-82.412663
PROP202400923,APP202400923,171400,11/18/2024,full_appraisal,,X,983759.81,38.667015,-74.511766
PROP202400924,APP202400924,158200,10/2/2024,avm,0.793,X,467032.39,37.201248,-115.206611
PROP202400925,APP202400925,307200,4/25/2024,avm,0.781,X,264391.7,25.379981,-116.039178
PROP202400926,APP202400926,154100,2/23/2024,full_appraisal,,X,272529.65,29.904754,-107.570055
PROP202400927,APP202400927,172100,12/27/2024,full_appraisal,,X,313111.23,33.522627,-70.804221
PROP202400928,APP202400928,139900,1/26/2024,avm,0.678,X,495314.85,26.414227,-92.071746
PROP202400929,APP202400929,162500,12/28/2024,desktop,,X,545482.17,34.879021,-111.759433
PROP202400930,APP202400930,150800,8/3/2024,full_appraisal,,X,761515.11,44.406641,-103.086982
PROP202400931,APP202400931,211500,4/23/2024,desktop,,X,716360.14,47.421922,-85.793998
PROP202400932,APP202400932,137900,3/31/2024,avm,0.874,X,564763.45,39.861658,-91.445744
PROP202400933,APP202400933,133500,9/11/2024,exterior_only,,X,573967.09,47.411609,-81.595718
PROP202400934,APP202400934,197100,6/11/2024,desktop,,AE,432686.71,44.787934,-98.079
PROP202400935,APP202400935,174400,12/29/2024,avm,0.679,X,621134.51,39.411307,-116.480842
PROP202400936,APP202400936,103200,10/23/2024,full_appraisal,,X,937617.55,42.103266,-105.584144
PROP202400937,APP202400937,133700,12/20/2024,avm,0.819,X,468692.84,32.414115,-84.642527
PROP202400938,APP202400938,124800,1/27/2024,exterior_only,,X,170425.11,30.398951,-100.869809
PROP202400939,APP202400939,227900,6/8/2024,avm,0.922,X,314107.71,33.057175,-120.46621
PROP202400940,APP202400940,274500,4/19/2024,exterior_only,,X,831415.6,37.605941,-112.992725
PROP202400941,APP202400941,117300,10/26/2024,full_appraisal,,X,646877.26,39.324989,-70.183221
PROP202400942,APP202400942,98600,3/22/2024,full_appraisal,,X,716059.02,37.798408,-90.431637
PROP202400943,APP202400943,205500,10/23/2024,full_appraisal,,X,683007.11,44.578339,-88.705654
PROP202400944,APP202400944,139900,10/3/2024,avm,0.799,AE,825702.17,47.443189,-73.813222
PROP202400945,APP202400945,168700,7/17/2024,full_appraisal,,X,431481.55,28.009542,-102.839934
PROP202400946,APP202400946,121300,8/15/2024,desktop,,X,192718.02,37.714538,-114.719018
PROP202400947,APP202400947,88200,5/8/2024,full_appraisal,,X,895627.8,37.960798,-87.040866
PROP202400948,APP202400948,120700,4/17/2024,full_appraisal,,VE,636206.66,36.341151,-107.058842
PROP202400949,APP202400949,118500,4/25/2024,full_appraisal,,VE,749327.82,36.244351,-70.550877
PROP202400950,APP202400950,81500,8/28/2024,full_appraisal,,X,463084.34,38.195769,-122.714855
PROP202400951,APP202400951,220300,10/5/2024,avm,0.61,X,665390.6,27.604164,-100.234529
PROP202400952,APP202400952,122900,10/16/2024,avm,0.734,X,758679.54,37.788489,-119.913782
PROP202400953,APP202400953,154400,5/5/2024,avm,0.709,X,850950.35,35.317438,-93.680656
PROP202400954,APP202400954,210200,9/18/2024,avm,0.745,X,978557.29,42.825412,-120.271408
PROP202400955,APP202400955,205100,5/10/2024,exterior_only,,X,541382.01,43.176813,-88.266298
PROP202400956,APP202400956,114400,2/10/2024,desktop,,AE,515947.41,39.005308,-118.655109
PROP202400957,APP202400957,250200,5/29/2024,exterior_only,,X,848762.76,31.521825,-90.090656
PROP202400958,APP202400958,132200,4/28/2024,avm,0.703,AE,433989.72,46.94805,-94.974649
PROP202400959,APP202400959,160200,9/10/2024,exterior_only,,AO,341194.6,37.294501,-94.42136
PROP202400960,APP202400960,161100,7/4/2024,full_appraisal,,X,542395.6,29.413006,-97.724797
PROP202400961,APP202400961,218700,12/17/2024,exterior_only,,X,347576.47,46.087703,-77.696537
PROP202400962,APP202400962,138700,8/13/2024,full_appraisal,,X,476936.82,40.985502,-78.908304
PROP202400963,APP202400963,247000,4/14/2024,avm,0.749,X,928791.87,31.722427,-99.928942
PROP202400964,APP202400964,169700,11/26/2024,exterior_only,,X,900119.19,45.218707,-107.206378
PROP202400965,APP202400965,226700,11/15/2024,full_appraisal,,X,946803.02,32.551635,-98.960454
PROP202400966,APP202400966,80000,2/12/2024,full_appraisal,,X,792154.72,31.907441,-80.728349
PROP202400967,APP202400967,217900,7/5/2024,exterior_only,,X,503006.44,40.984956,-116.756182
PROP202400968,APP202400968,180600,8/7/2024,full_appraisal,,X,349141.07,34.616146,-115.981537
PROP202400969,APP202400969,126800,9/1/2024,avm,0.979,AE,128626.49,47.218654,-96.557087
PROP202400970,APP202400970,235900,11/29/2024,avm,0.783,AE,476633.2,38.387864,-113.185265
PROP202400971,APP202400971,179700,5/3/2024,exterior_only,,X,515542.8,39.609366,-88.649908
PROP202400972,APP202400972,222600,9/29/2024,desktop,,X,934671.14,48.342665,-75.916161
PROP202400973,APP202400973,80100,12/11/2024,full_appraisal,,X,534440.21,31.228186,-98.509859
PROP202400974,APP202400974,252600,10/7/2024,full_appraisal,,X,783018.61,28.540326,-88.58609
PROP202400975,APP202400975,178500,11/8/2024,full_appraisal,,X,471348.08,30.80722,-95.093279
PROP202400976,APP202400976,134500,10/17/2024,avm,0.854,X,617569.24,40.628417,-113.262695
PROP202400977,APP202400977,190800,6/18/2024,full_appraisal,,X,147825.21,42.128129,-116.918488
PROP202400978,APP202400978,142000,9/12/2024,full_appraisal,,X,126133.04,35.665273,-75.775022
PROP202400979,APP202400979,201000,3/5/2024,exterior_only,,X,133715.97,42.884573,-86.135421
PROP202400980,APP202400980,254100,8/22/2024,exterior_only,,VE,418392.07,38.408305,-103.339212
PROP202400981,APP202400981,96000,3/26/2024,full_appraisal,,X,921865.72,39.874347,-104.824847
PROP202400982,APP202400982,221900,8/5/2024,exterior_only,,X,753052.16,29.488505,-109.110934
PROP202400983,APP202400983,84000,2/26/2024,avm,0.606,X,585654.4,35.02172,-78.548917
PROP202400984,APP202400984,97200,7/2/2024,exterior_only,,AO,733136.5,48.030038,-113.979179
PROP202400985,APP202400985,265100,7/12/2024,full_appraisal,,X,794452.82,25.944134,-100.976752
